danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_uri,duration_ms,time_signature,key_mode,playlist_name,playlist_img,track_name,artist_name,album_name,album_img
0.658,0.658,G,-7.135,major,0.232,0.0294,0,0.109,0.337,136.133,23n34Xj4lV5M9ZqEVl7kIw,208746,4,G major,Your Top Songs 2018,https://lineup-images.scdn.co/your-top-songs-2018_DEFAULT-en.jpg,Everfeel,WebsterX,Everfeel,https://i.scdn.co/image/fbe9f4370048cdf0ac665852341489d1c99d4720
0.823,0.814,G,-5.611,minor,0.177,0.644,0.687,0.117,0.649,102.619,65u7IbuZ4viAlVBHxnpos1,236533,4,G minor,Your Top Songs 2018,https://lineup-images.scdn.co/your-top-songs-2018_DEFAULT-en.jpg,Latitude -remix (feat. Five Deez),Nujabes,Metaphorical Music,https://i.scdn.co/image/8cff84f84ed9cc150361e0dd68a8b54786b2caf2
0.646,0.703,C,-9.156,major,0.049,0.258,0.00552,0.364,0.344,161.092,04WIwudlhPrExXuOAx9n3d,241227,4,C major,Your Top Songs 2018,https://lineup-images.scdn.co/your-top-songs-2018_DEFAULT-en.jpg,Just A Boy,Angus & Julia Stone,A Book Like This,https://i.scdn.co/image/8db4dbe389138c400542841ec43c818a7fb0aa99
0.149,0.124,G,-22.607,minor,0.041,0.811,0.311,0.211,0.103,86.906,5ynPIIbdGo2OBoX9vcnUo5,271480,4,G minor,Your Top Songs 2018,https://lineup-images.scdn.co/your-top-songs-2018_DEFAULT-en.jpg,The Gravel Road - Score,James Newton Howard,The Village,https://i.scdn.co/image/d7ac9b1929b588c7f3c4346664d7e33aae32fedb
0.353,0.64,G,-5.249,major,0.0341,4.4e-4,0.221,0.619,0.0656,137.874,6W54LsPpaAhknxR7kWArb7,270064,4,G major,Your Top Songs 2018,https://lineup-images.scdn.co/your-top-songs-2018_DEFAULT-en.jpg,You've Got Me Flush,Future Generations,Future Generations,https://i.scdn.co/image/898da1c4ee94d5f1c479ee0ec4ee0caaaa9ac488
0.262,0.491,E,-8.438,major,0.035,0.621,0.557,0.162,0.102,100.11,7khyKttTKfhE5f1LaKEg7T,515107,4,E major,Your Top Songs 2018,https://lineup-images.scdn.co/your-top-songs-2018_DEFAULT-en.jpg,Empiricist,Typhoon,Offerings,https://i.scdn.co/image/8eba1bb4c98cbb68637f2ff1b03cfc93f91afb8b
0.663,0.852,A,-6.245,minor,0.0269,0.00692,0.0199,0.097,0.589,100.09,0TmR38AyORB5dDqN6CxgTx,176426,4,A minor,Your Top Songs 2018,https://lineup-images.scdn.co/your-top-songs-2018_DEFAULT-en.jpg,In Time,Pickwick,LoveJoys,https://i.scdn.co/image/22148b86fe73259f8fd1e719ccff145259cf9265
0.826,0.18,A#,-16.242,major,0.0391,0.777,0.956,0.104,0.72,117.989,31ozcAYJ9CKQ9662a4Tk3L,134237,4,A# major,Your Top Songs 2018,https://lineup-images.scdn.co/your-top-songs-2018_DEFAULT-en.jpg,Bowe Two (Theme),Nick Thorburn,Serial Season Two (Original Score),https://i.scdn.co/image/bf64739af8392d34ee3f78124d65209f65cd7027
0.675,0.446,F#,-7.341,minor,0.0895,0.603,0,0.0867,0.368,79.883,0vTiBRnE5NWdtB2peI8TBJ,220138,4,F# minor,Your Top Songs 2018,https://lineup-images.scdn.co/your-top-songs-2018_DEFAULT-en.jpg,Change,Sir Sly,"Don't You Worry, Honey",https://i.scdn.co/image/db1c60221b60a5e19cbbbbb3e41bb3aefa80949e
0.648,0.931,A,-4.19,major,0.0613,0.275,0.00247,0.114,0.337,131.033,35v12v3E5bTVm0o5vdddVS,242467,4,A major,Your Top Songs 2018,https://lineup-images.scdn.co/your-top-songs-2018_DEFAULT-en.jpg,Smile,Eyedea & Abilities,By The Throat,https://i.scdn.co/image/223a60f7443a715d745543dbe158a4f356175edc
0.365,0.797,A#,-5.864,major,0.0339,0.13,0.00594,0.292,0.208,153.25,49sm72U5rx2JAj9nI7SxEx,306560,3,A# major,Your Top Songs 2018,https://lineup-images.scdn.co/your-top-songs-2018_DEFAULT-en.jpg,Good Arms vs Bad Arms,Frightened Rabbit,The Midnight Organ Fight,https://i.scdn.co/image/26f52fbc64502e8b1177eaf3bbe4e14aa3291430
0.623,0.763,A,-4.412,major,0.0719,0.199,6.52e-6,0.126,0.199,108.871,6iCJCZqDJjmBxt07Oid6FI,226610,4,A major,Your Top Songs 2018,https://lineup-images.scdn.co/your-top-songs-2018_DEFAULT-en.jpg,Buttercup,Hippo Campus,Landmark,https://i.scdn.co/image/0456a2c78d2721b98c5d805dbeac9cc7cd90e7a4
0.369,0.868,C,-4.262,major,0.0444,0.00713,0.401,0.681,0.431,100.984,6nnJHOvrP4dsRjUD5x8Htv,221543,4,C major,Your Top Songs 2018,https://lineup-images.scdn.co/your-top-songs-2018_DEFAULT-en.jpg,Kids,The New Division,Night Escape,https://i.scdn.co/image/a03285daff2c86be472e56c6619954a78495e3ea
0.619,0.921,C,-6.258,major,0.0342,0.00497,0.811,0.111,0.533,119.991,11QhoSQKHK5RMPr1pas9e6,246493,4,C major,Your Top Songs 2018,https://lineup-images.scdn.co/your-top-songs-2018_DEFAULT-en.jpg,Friends,Delicate Steve,Cowboy Stories,https://i.scdn.co/image/8d621288445a3409a255407110ee3e653f907641
0.74,0.698,G#,-6.444,major,0.136,0.021,0.751,0.274,0.715,95.003,1depKpsqGCvr8wtjFFaFoO,198400,4,G# major,Your Top Songs 2018,https://lineup-images.scdn.co/your-top-songs-2018_DEFAULT-en.jpg,Aminals,Baths,Cerulean,https://i.scdn.co/image/677a21003c23045a0b3e156f985ca4166473f186
0.398,0.132,B,-25.293,minor,0.0609,0.737,0.019,0.118,0.283,167.619,5Id1y11bJjZcp5sinq1KMb,186984,3,B minor,Your Top Songs 2018,https://lineup-images.scdn.co/your-top-songs-2018_DEFAULT-en.jpg,Comes and Goes,"Bobby, I Miss You",Comes and Goes,https://i.scdn.co/image/c29a1476fcee262ad97e69b1c97f31c411e466d8
0.304,0.259,D,-12.693,major,0.0496,0.936,2.61e-5,0.1,0.124,74.207,416iNSIjkBIriYcyjzaAnY,206933,5,D major,Your Top Songs 2018,https://lineup-images.scdn.co/your-top-songs-2018_DEFAULT-en.jpg,Into The Wild,BOY,We Were Here,https://i.scdn.co/image/f71e9584de1769c699cbf1d6526381fe2fa73461
0.397,0.629,G,-6.59,major,0.0389,0.0194,0.0292,0.231,0.447,84.585,4n5IOgZgKqqcUnjxLDIerr,171982,4,G major,Your Top Songs 2018,https://lineup-images.scdn.co/your-top-songs-2018_DEFAULT-en.jpg,Dawn / Sea,Dem Yuut,Dawn / Sea,https://i.scdn.co/image/95db1b84e9a5ab5b58cbb55231c3392db3a66681
0.65,0.791,C#,-5.775,minor,0.0311,0.284,0.491,0.0668,0.89,120.048,4bCmqEqtWKdeZo299Uw6zD,242093,4,C# minor,Your Top Songs 2018,https://lineup-images.scdn.co/your-top-songs-2018_DEFAULT-en.jpg,Photograph,Cataldo,Keepers,https://i.scdn.co/image/2b44a469ddd9ea4440a32239a3fde7f01379b4a2
0.5,0.849,C#,-4.309,minor,0.0332,1.89e-4,9.94e-4,0.123,0.407,121.003,4ztx0lpE5Vx3yg7FereOtS,203547,4,C# minor,Your Top Songs 2018,https://lineup-images.scdn.co/your-top-songs-2018_DEFAULT-en.jpg,June,Tigers Jaw,spin,https://i.scdn.co/image/9b4f99d1afa88f869d6c8a101d6d51eda6e711ac
0.603,0.756,C,-8.005,major,0.035,0.156,0.866,0.11,0.146,116.049,06KTcf9q6ef0rEYPgjOKl3,233927,4,C major,Your Top Songs 2018,https://lineup-images.scdn.co/your-top-songs-2018_DEFAULT-en.jpg,In the Shadows,Foreign Air,In the Shadows,https://i.scdn.co/image/379542bf526f9f29ca053bb0d578a7de27fac160
0.2,0.742,A,-5.415,major,0.0517,0.052,4.88e-4,0.0491,0.35,77.144,2DkZisoN9h1dLa8Sn5sx0n,233360,4,A major,Your Top Songs 2018,https://lineup-images.scdn.co/your-top-songs-2018_DEFAULT-en.jpg,Bitter,Palace,So Long Forever,https://i.scdn.co/image/1e9e342e0e313f78dd0df75192dc73cde6500b55
0.562,0.832,A#,-4.545,major,0.0383,0.00224,2.51e-5,0.157,0.746,119.994,5wB5aFKoV3GtIWLMn9douN,263109,4,A# major,Your Top Songs 2018,https://lineup-images.scdn.co/your-top-songs-2018_DEFAULT-en.jpg,Right Now,TV On The Radio,Seeds,https://i.scdn.co/image/f521f8d25dfb08acc21f4e0cfa244a061d3be8b8
0.747,0.711,G,-4.27,major,0.0354,0.0291,4.65e-4,0.101,0.353,113.007,4RFQqoOFw0pdropkjrPnh3,184871,4,G major,Your Top Songs 2018,https://lineup-images.scdn.co/your-top-songs-2018_DEFAULT-en.jpg,Midway,Bad Bad Hats,Psychic Reader,https://i.scdn.co/image/85474eed2da5e74c4c8ea543c995d90a15eff468
0.257,0.805,A#,-5.119,major,0.0889,0.164,0.356,0.32,0.494,87.019,0uy4LNxyL0QmtDveDaiGwo,249573,4,A# major,Your Top Songs 2018,https://lineup-images.scdn.co/your-top-songs-2018_DEFAULT-en.jpg,À tout à l'heure,Bibio,Silver Wilkinson,https://i.scdn.co/image/c503c12acae92cc726c344f80d2d9306ebe94d4d
0.324,0.816,E,-5.151,minor,0.402,0.0384,0.101,0.14,0.451,124.212,5PqVfnLTxGuqsLNxteeWRs,260179,1,E minor,Your Top Songs 2018,https://lineup-images.scdn.co/your-top-songs-2018_DEFAULT-en.jpg,Prove It,KOOL A.D.,O.K. 3,https://i.scdn.co/image/e4557e901cb6257b1c6c1504979b5671f9efaf09
0.362,0.463,D,-4.68,major,0.0285,0.326,0.0349,0.0994,0.18,139.986,0w9BogmsQSklaERVHIF9e1,198600,4,D major,Your Top Songs 2018,https://lineup-images.scdn.co/your-top-songs-2018_DEFAULT-en.jpg,I'm Fine,Hazel English,Just Give In / Never Going Home,https://i.scdn.co/image/44f02b3ef2083d8ac5f1cc9a14edc1abd871a4e9
0.537,0.713,G,-6.25,major,0.0272,0.227,0.65,0.1,0.367,93.198,0oXwUeFAE6IR2lYhaTpxRT,189651,4,G major,Your Top Songs 2018,https://lineup-images.scdn.co/your-top-songs-2018_DEFAULT-en.jpg,Drag,Day Wave,Drag,https://i.scdn.co/image/d8261ad6ffeaf1d978a7d449a54ead8026cbf848
0.55,0.224,A#,-15.423,major,0.322,0.736,0.233,0.231,0.31,175.932,2G2dH62tGYBIQ80hEvBUGZ,214973,5,A# major,December '18,https://mosaic.scdn.co/640/0c113a7a822b16a7cded14280ba4ff8f639bc43d5a3e09a09a9514f7e136f9d6ac85f170a638efc976795b0b6387760fe086b882799689a07440dd468974c3a5a1b0ff0c5263223051c018b4681a3ae2,Etude 1,Nico Muhly,first things first,https://i.scdn.co/image/0c113a7a822b16a7cded14280ba4ff8f639bc43d
0.191,0.00496,G#,-30.749,major,0.0523,0.981,0.899,0.082,0.0364,105.039,2bsOzIIUNd1T6nLcZXfWSc,226013,4,G# major,December '18,https://mosaic.scdn.co/640/0c113a7a822b16a7cded14280ba4ff8f639bc43d5a3e09a09a9514f7e136f9d6ac85f170a638efc976795b0b6387760fe086b882799689a07440dd468974c3a5a1b0ff0c5263223051c018b4681a3ae2,Maggie And Trent,David Wingo,Maggie (Original Motion Picture Soundtrack),https://i.scdn.co/image/5a3e09a09a9514f7e136f9d6ac85f170a638efc9
0.419,0.491,D,-9.57,major,0.0351,0.096,0.0946,0.163,0.0395,124.393,5qmiLWRQYU9P3Pnu1JWJ9A,423800,4,D major,December '18,https://mosaic.scdn.co/640/0c113a7a822b16a7cded14280ba4ff8f639bc43d5a3e09a09a9514f7e136f9d6ac85f170a638efc976795b0b6387760fe086b882799689a07440dd468974c3a5a1b0ff0c5263223051c018b4681a3ae2,Marine Tigers,The World Is A Beautiful Place & I Am No Longer Afraid To Die,Always Foreign,https://i.scdn.co/image/76795b0b6387760fe086b882799689a07440dd46
0.668,0.531,C#,-10.781,minor,0.0515,0.0475,0.00487,0.102,0.33,129.492,7AdPPBFoqVzNwHYEBIQDH0,275182,4,C# minor,December '18,https://mosaic.scdn.co/640/0c113a7a822b16a7cded14280ba4ff8f639bc43d5a3e09a09a9514f7e136f9d6ac85f170a638efc976795b0b6387760fe086b882799689a07440dd468974c3a5a1b0ff0c5263223051c018b4681a3ae2,"Berlin, Without Return...",Voxtrot,"Berlin, Without Return...",https://i.scdn.co/image/8974c3a5a1b0ff0c5263223051c018b4681a3ae2
0.493,0.177,A,-21.108,major,0.114,0.969,0.95,0.282,0.0641,120.094,5ppzr3TBnVeWIdFI1UWdMW,193451,3,A major,December '18,https://mosaic.scdn.co/640/0c113a7a822b16a7cded14280ba4ff8f639bc43d5a3e09a09a9514f7e136f9d6ac85f170a638efc976795b0b6387760fe086b882799689a07440dd468974c3a5a1b0ff0c5263223051c018b4681a3ae2,winter melon valley,leon chang,bird world,https://i.scdn.co/image/f9782669822a9cb6de752c789f986e0923ab52f6
0.657,0.569,F#,-8.184,major,0.0232,0.00368,0.306,0.111,0.119,103.986,2JsZsC5SUWrJ7z1DwfxsGM,213022,4,F# major,December '18,https://mosaic.scdn.co/640/0c113a7a822b16a7cded14280ba4ff8f639bc43d5a3e09a09a9514f7e136f9d6ac85f170a638efc976795b0b6387760fe086b882799689a07440dd468974c3a5a1b0ff0c5263223051c018b4681a3ae2,Loop Theory,Tor,Blue Book,https://i.scdn.co/image/ecf397c3080dab52651856aadd3d76f5aac5f9bd
0.513,0.731,G,-6.186,minor,0.05,0.0674,2.11e-4,0.338,0.504,79.99,7wpye2GZdGKSH1UP1a8QkJ,259640,4,G minor,December '18,https://mosaic.scdn.co/640/0c113a7a822b16a7cded14280ba4ff8f639bc43d5a3e09a09a9514f7e136f9d6ac85f170a638efc976795b0b6387760fe086b882799689a07440dd468974c3a5a1b0ff0c5263223051c018b4681a3ae2,Awake and Pretty Much Sober,Violents,Awake And Pretty Much Sober,https://i.scdn.co/image/04d09681dcee11e5e10a489cc746641e276115f2
0.664,0.598,B,-6.134,minor,0.0257,0.0494,0.343,0.261,0.565,103.008,7J6FJDveG0sAyDlkYa7isn,276187,4,B minor,December '18,https://mosaic.scdn.co/640/0c113a7a822b16a7cded14280ba4ff8f639bc43d5a3e09a09a9514f7e136f9d6ac85f170a638efc976795b0b6387760fe086b882799689a07440dd468974c3a5a1b0ff0c5263223051c018b4681a3ae2,Esther Reed,James Supercave,Esther Reed,https://i.scdn.co/image/340411a6c38f318cd4d5c612d00cc2498b087262
0.434,0.305,G,-18.173,major,0.0364,0.892,0.942,0.111,0.0594,139.878,1WOxGNutRwrbik8BA5f2AY,596773,4,G major,December '18,https://mosaic.scdn.co/640/0c113a7a822b16a7cded14280ba4ff8f639bc43d5a3e09a09a9514f7e136f9d6ac85f170a638efc976795b0b6387760fe086b882799689a07440dd468974c3a5a1b0ff0c5263223051c018b4681a3ae2,Immunity,Jon Hopkins,Immunity,https://i.scdn.co/image/411689489d6f8ffc9e4a47abc7ae6932dbec822c
0.64,0.629,F#,-8.425,minor,0.0318,0.196,0.791,0.225,0.332,92.443,2IIhKqYJtVIH79183A9WCK,255081,4,F# minor,December '18,https://mosaic.scdn.co/640/0c113a7a822b16a7cded14280ba4ff8f639bc43d5a3e09a09a9514f7e136f9d6ac85f170a638efc976795b0b6387760fe086b882799689a07440dd468974c3a5a1b0ff0c5263223051c018b4681a3ae2,321,Stage Kids,Intra Mental,https://i.scdn.co/image/ace5c23c7c9839e2605cf8825752923779771fdb
0.615,0.555,C,-10.998,major,0.0348,0.245,0.91,0.379,0.169,121.793,0Q1v6VVLDk90oJdYdMn4Mi,411173,3,C major,December '18,https://mosaic.scdn.co/640/0c113a7a822b16a7cded14280ba4ff8f639bc43d5a3e09a09a9514f7e136f9d6ac85f170a638efc976795b0b6387760fe086b882799689a07440dd468974c3a5a1b0ff0c5263223051c018b4681a3ae2,Record Book,Marco Benevento,Invisible Baby,https://i.scdn.co/image/e75ac15e28c7fe7c372d80cff23130760df7e3b9
0.708,0.298,A#,-13.671,minor,0.0318,0.875,7.05e-6,0.17,0.351,116.048,6ojZsSfUuRUC4VxtWLUAdi,189107,4,A# minor,December '18,https://mosaic.scdn.co/640/0c113a7a822b16a7cded14280ba4ff8f639bc43d5a3e09a09a9514f7e136f9d6ac85f170a638efc976795b0b6387760fe086b882799689a07440dd468974c3a5a1b0ff0c5263223051c018b4681a3ae2,Tonight I Feel Like Kafka,Jealous of the Birds,Parma Violets,https://i.scdn.co/image/edb39aaab15eb479d14860e0546e33f39d5185f1
0.638,0.823,G,-9.544,major,0.0808,0.28,0.828,0.109,0.568,84.021,5ZX7dezuou1mQ2uWUylwnA,260853,4,G major,December '18,https://mosaic.scdn.co/640/0c113a7a822b16a7cded14280ba4ff8f639bc43d5a3e09a09a9514f7e136f9d6ac85f170a638efc976795b0b6387760fe086b882799689a07440dd468974c3a5a1b0ff0c5263223051c018b4681a3ae2,Feel Good (Instrumental),Broke For Free,Petal,https://i.scdn.co/image/11c86763b5992ef5d11755a698c34a5e85d71ba8
0.724,0.858,B,-6.917,minor,0.054,0.186,0.138,0.125,0.906,99.939,1PvsENmbP6vooYJEFjLNzE,173746,4,B minor,December '18,https://mosaic.scdn.co/640/0c113a7a822b16a7cded14280ba4ff8f639bc43d5a3e09a09a9514f7e136f9d6ac85f170a638efc976795b0b6387760fe086b882799689a07440dd468974c3a5a1b0ff0c5263223051c018b4681a3ae2,In Green (feat. Sarah Quintana),Generationals,Polyvinyl Plays Polyvinyl,https://i.scdn.co/image/27124e0bb449d065d817c14ae97d6cd61a3207ab
0.455,0.398,E,-9.659,minor,0.0398,0.383,4.28e-6,0.111,0.21,128.25,3fKVFAkm3dDT984kGB8Kkz,231827,4,E minor,December '18,https://mosaic.scdn.co/640/0c113a7a822b16a7cded14280ba4ff8f639bc43d5a3e09a09a9514f7e136f9d6ac85f170a638efc976795b0b6387760fe086b882799689a07440dd468974c3a5a1b0ff0c5263223051c018b4681a3ae2,Fire,Special Explosion,To Infinity,https://i.scdn.co/image/33f2cf993614b857c7bf2300be6d2b2e7bea5220
0.612,0.505,F#,-8.072,minor,0.0532,0.374,9.07e-4,0.114,0.283,82.241,11ojS3FlwP4Bnp4A1nnfTI,205666,5,F# minor,December '18,https://mosaic.scdn.co/640/0c113a7a822b16a7cded14280ba4ff8f639bc43d5a3e09a09a9514f7e136f9d6ac85f170a638efc976795b0b6387760fe086b882799689a07440dd468974c3a5a1b0ff0c5263223051c018b4681a3ae2,West Coast,James Vincent McMorrow,triple j Like A Version,https://i.scdn.co/image/1ae36dd677f3990e36bef93f0f0a41552380dd30
0.61,0.376,G,-11.68,major,0.037,0.648,0.803,0.0927,0.375,146.014,6Jl9PxWmGOoSxOBWa00Z0q,145689,4,G major,December '18,https://mosaic.scdn.co/640/0c113a7a822b16a7cded14280ba4ff8f639bc43d5a3e09a09a9514f7e136f9d6ac85f170a638efc976795b0b6387760fe086b882799689a07440dd468974c3a5a1b0ff0c5263223051c018b4681a3ae2,Unspecified Bird Calls,Grayson Erhard,Unspecified Bird Calls,https://i.scdn.co/image/0dd9b2f124d77d67951fa1fb801c82227aa2e7c5
0.531,0.728,F#,-4.985,minor,0.063,0.0416,7.19e-6,0.135,0.418,104.978,2a5Ml671R56tzRB0WMaCfC,244959,4,F# minor,December '18,https://mosaic.scdn.co/640/0c113a7a822b16a7cded14280ba4ff8f639bc43d5a3e09a09a9514f7e136f9d6ac85f170a638efc976795b0b6387760fe086b882799689a07440dd468974c3a5a1b0ff0c5263223051c018b4681a3ae2,Someone That Loves You,HONNE,Warm On A Cold Night (Deluxe),https://i.scdn.co/image/c16a6cda430ed6e731ae4039804e9c46400381db
0.592,0.691,D#,-8.354,major,0.196,0.156,9.78e-6,0.418,0.0796,99.976,63SevszngYpZOwf63o61K4,156600,4,D# major,December '18,https://mosaic.scdn.co/640/0c113a7a822b16a7cded14280ba4ff8f639bc43d5a3e09a09a9514f7e136f9d6ac85f170a638efc976795b0b6387760fe086b882799689a07440dd468974c3a5a1b0ff0c5263223051c018b4681a3ae2,Nevermind,Dennis Lloyd,Nevermind,https://i.scdn.co/image/8dddb0f0ec0156196b88d9e7c857bd5b5562236e
0.772,0.413,F#,-7.32,minor,0.0362,0.114,0.839,0.112,0.339,92.997,254kuaMH6WLGAGtRd8z5oG,266000,4,F# minor,December '18,https://mosaic.scdn.co/640/0c113a7a822b16a7cded14280ba4ff8f639bc43d5a3e09a09a9514f7e136f9d6ac85f170a638efc976795b0b6387760fe086b882799689a07440dd468974c3a5a1b0ff0c5263223051c018b4681a3ae2,Seasons,Aso,Two / Seven EP,https://i.scdn.co/image/ceca06efc8a4583abdf28f60c3d9032399b3ca54
0.74,0.556,A,-8.632,major,0.0384,0.558,0.849,0.113,0.502,137.028,64SUZh6rIB3QaKE8mTmxlk,238248,4,A major,December '18,https://mosaic.scdn.co/640/0c113a7a822b16a7cded14280ba4ff8f639bc43d5a3e09a09a9514f7e136f9d6ac85f170a638efc976795b0b6387760fe086b882799689a07440dd468974c3a5a1b0ff0c5263223051c018b4681a3ae2,Alien Workshop,Blended Babies,1,https://i.scdn.co/image/9db8bc22ff7c0316fca48e9710dad9a81055de73
0.473,0.615,E,-8.031,minor,0.079,0.0135,0.87,0.113,0.287,167.181,7GwavAwpCYic0sOSD5FFvk,261507,4,E minor,December '18,https://mosaic.scdn.co/640/0c113a7a822b16a7cded14280ba4ff8f639bc43d5a3e09a09a9514f7e136f9d6ac85f170a638efc976795b0b6387760fe086b882799689a07440dd468974c3a5a1b0ff0c5263223051c018b4681a3ae2,Cactus Blossom,Polyrhythmics,Caldera,https://i.scdn.co/image/1d40cdf101f420694e414ebba473fda28f306a45
0.437,0.123,B,-14.54,minor,0.0348,0.977,0.884,0.0919,0.048,101.011,2PHZPYwfvkEDmyhIez05fq,239507,3,B minor,December '18,https://mosaic.scdn.co/640/0c113a7a822b16a7cded14280ba4ff8f639bc43d5a3e09a09a9514f7e136f9d6ac85f170a638efc976795b0b6387760fe086b882799689a07440dd468974c3a5a1b0ff0c5263223051c018b4681a3ae2,Perth,amiina,The Lighthouse Project,https://i.scdn.co/image/90a6a44fbfe1e1a987d3c76e72b76fef8c8d1f3d
0.197,0.0706,A#,-25.965,major,0.0485,0.908,0.898,0.111,0.189,120.044,31ARTprFs5EJaDZvtfGIFM,214000,3,A# major,December '18,https://mosaic.scdn.co/640/0c113a7a822b16a7cded14280ba4ff8f639bc43d5a3e09a09a9514f7e136f9d6ac85f170a638efc976795b0b6387760fe086b882799689a07440dd468974c3a5a1b0ff0c5263223051c018b4681a3ae2,Finishing Something You Worked Really Hard On,Lullatone,Thinking About Thursdays,https://i.scdn.co/image/7c7a5bc0377996872ff20fab07c162590e9db23d
0.748,0.316,D,-16.603,major,0.0344,0.853,0.818,0.0595,0.473,86.053,1cFKLorLIKC1WcNvoOhHdh,202105,4,D major,December '18,https://mosaic.scdn.co/640/0c113a7a822b16a7cded14280ba4ff8f639bc43d5a3e09a09a9514f7e136f9d6ac85f170a638efc976795b0b6387760fe086b882799689a07440dd468974c3a5a1b0ff0c5263223051c018b4681a3ae2,This Book Smells Like Rain,Lullatone,This Book Smells Like Rain,https://i.scdn.co/image/1b1b4067dd3b1fe86e84228e5f01e5d586c18f1d
0.554,0.429,D#,-12.51,major,0.0283,0.921,0.133,0.115,0.533,152.054,7iQmjnDXYngWGsbjVnDc1U,198640,3,D# major,December '18,https://mosaic.scdn.co/640/0c113a7a822b16a7cded14280ba4ff8f639bc43d5a3e09a09a9514f7e136f9d6ac85f170a638efc976795b0b6387760fe086b882799689a07440dd468974c3a5a1b0ff0c5263223051c018b4681a3ae2,Amsterdam,Gregory Alan Isakov,The Weatherman,https://i.scdn.co/image/f91102b4dd09a75d3c23116cb6d19789aa5e354e
0.349,0.214,F#,-18.295,minor,0.0538,0.926,0.121,0.321,0.236,201.128,5cvbog6wen3r3bBbcwL16U,199604,4,F# minor,December '18,https://mosaic.scdn.co/640/0c113a7a822b16a7cded14280ba4ff8f639bc43d5a3e09a09a9514f7e136f9d6ac85f170a638efc976795b0b6387760fe086b882799689a07440dd468974c3a5a1b0ff0c5263223051c018b4681a3ae2,We've Never Met but Can We Have a Cup of Coffee or Something,In Love With a Ghost,Let's Go,https://i.scdn.co/image/d041190dd73e58d34e981067b733e89caf9bf767
0.574,0.445,C#,-9.768,major,0.0245,0.0142,0.74,0.088,0.127,109.918,15pADJ8d18R8RJprCKpFYt,314754,4,C# major,November '18,https://mosaic.scdn.co/640/2b3199cb04e20299c02568526e5f0fc352625b7a5a3e09a09a9514f7e136f9d6ac85f170a638efc9b07c223e9ec5b95ffe18bdc4deb75becb885d02ef1639e740db7ba9394312aa1c4ea8345cbcc2c35,Memento Mori,Rogue Wave,Delusions of Grand Fur,https://i.scdn.co/image/f1639e740db7ba9394312aa1c4ea8345cbcc2c35
0.614,0.421,F,-6.779,minor,0.0439,0.231,1.46e-4,0.107,0.241,77.204,3OfhO4lkR0qUAIH1J9Cd0d,215160,4,F minor,November '18,https://mosaic.scdn.co/640/2b3199cb04e20299c02568526e5f0fc352625b7a5a3e09a09a9514f7e136f9d6ac85f170a638efc9b07c223e9ec5b95ffe18bdc4deb75becb885d02ef1639e740db7ba9394312aa1c4ea8345cbcc2c35,The Fog,Overcoats,YOUNG,https://i.scdn.co/image/b07c223e9ec5b95ffe18bdc4deb75becb885d02e
0.191,0.00496,G#,-30.749,major,0.0523,0.981,0.899,0.082,0.0364,105.039,2bsOzIIUNd1T6nLcZXfWSc,226013,4,G# major,November '18,https://mosaic.scdn.co/640/2b3199cb04e20299c02568526e5f0fc352625b7a5a3e09a09a9514f7e136f9d6ac85f170a638efc9b07c223e9ec5b95ffe18bdc4deb75becb885d02ef1639e740db7ba9394312aa1c4ea8345cbcc2c35,Maggie And Trent,David Wingo,Maggie (Original Motion Picture Soundtrack),https://i.scdn.co/image/5a3e09a09a9514f7e136f9d6ac85f170a638efc9
0.522,0.644,B,-9.994,major,0.0504,0.66,0.808,0.104,0.148,117.427,3IauULDiiiHIKOdB6vwmfc,366960,4,B major,November '18,https://mosaic.scdn.co/640/2b3199cb04e20299c02568526e5f0fc352625b7a5a3e09a09a9514f7e136f9d6ac85f170a638efc9b07c223e9ec5b95ffe18bdc4deb75becb885d02ef1639e740db7ba9394312aa1c4ea8345cbcc2c35,What Will (with The Brite Lites),José González,& The Brite Lites at Svenska Grammofonstudion,https://i.scdn.co/image/2b3199cb04e20299c02568526e5f0fc352625b7a
0.55,0.224,A#,-15.423,major,0.322,0.736,0.233,0.231,0.31,175.932,2G2dH62tGYBIQ80hEvBUGZ,214973,5,A# major,November '18,https://mosaic.scdn.co/640/2b3199cb04e20299c02568526e5f0fc352625b7a5a3e09a09a9514f7e136f9d6ac85f170a638efc9b07c223e9ec5b95ffe18bdc4deb75becb885d02ef1639e740db7ba9394312aa1c4ea8345cbcc2c35,Etude 1,Nico Muhly,first things first,https://i.scdn.co/image/0c113a7a822b16a7cded14280ba4ff8f639bc43d
0.542,0.506,D,-9.556,major,0.0328,0.113,0,0.135,0.388,80.004,1pPUlZYm6LTzACiwdvmG6n,243656,4,D major,November '18,https://mosaic.scdn.co/640/2b3199cb04e20299c02568526e5f0fc352625b7a5a3e09a09a9514f7e136f9d6ac85f170a638efc9b07c223e9ec5b95ffe18bdc4deb75becb885d02ef1639e740db7ba9394312aa1c4ea8345cbcc2c35,Good Looks,Girlyboi,Good Looks,https://i.scdn.co/image/47c825be8ea85bd1fa0407cf7c9d9b2ac91ce8c1
